Unnamed: 0,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption,year,month,day,day_of_week,quarter,total_consumption,daily_growth_rate,rolling_7_day_avg,rolling_30_day_avg
2925,2022-03-23,220.7,2.4,33.2,113.2,3.9,115.0,8.0,83.6,20.4,75.4,17.0,13.7,402.9,142.0,32.0,51.2,32.1,261.6,88.1,601.0,2.6,6.6,1.7,261.1,2.4,113.6,5.0,153.9,254.3,1.7,357.6,265.7,4.0,377.1,35.6,178.4,4339.000000000001,2022,3,23,2,1,8677.7,0.1257672958877798,8424.057142857144,8171.67
2926,2022-03-24,226.9,2.3,29.4,113.2,4.0,116.8,7.6,83.9,20.3,76.5,15.7,13.2,399.1,136.5,32.3,50.3,30.3,254.4,85.0,606.2,2.3,6.2,1.8,258.8,2.3,114.5,5.0,149.6,245.1,1.7,357.5,262.0,4.0,393.1,38.4,178.4,4324.7,2022,3,24,3,1,8649.3,-0.32727566060132274,8479.957142857142,8193.366666666667
2927,2022-03-25,223.1,2.4,25.9,114.5,3.9,116.6,7.9,85.0,18.6,76.3,16.1,14.1,409.6,132.4,32.4,53.5,28.6,255.7,84.7,601.7,2.2,5.9,1.5,259.1,2.6,115.4,5.0,158.3,231.5,1.7,358.6,254.9,4.0,389.8,38.5,176.4,4308.5,2022,3,25,4,1,8616.9,-0.37459678817938213,8519.32857142857,8214.349999999999
2928,2022-03-26,227.8,2.2,24.9,106.5,3.8,114.9,7.9,84.9,18.1,77.5,17.0,13.4,416.0,139.7,30.6,52.0,29.6,257.3,86.3,601.6,2.3,5.5,1.8,255.1,2.3,113.1,5.0,126.0,250.8,1.6,362.8,248.4,4.0,359.8,37.2,177.4,4265.3,2022,3,26,5,1,8530.400000000001,-1.0038412886304582,8553.2,8229.546666666665
2929,2022-03-27,230.7,2.2,26.6,110.7,3.5,117.2,7.5,77.4,18.0,75.6,17.0,11.4,392.1,130.7,28.0,46.1,31.7,245.2,80.1,583.0,2.1,6.1,1.5,253.0,2.2,112.9,5.0,151.5,249.6,1.3,341.2,243.4,4.0,366.8,38.2,174.0,4186.9,2022,3,27,6,1,8374.4,-1.8287536340617305,8592.414285714285,8239.396666666666
2930,2022-03-28,234.6,2.1,27.8,111.8,4.0,116.3,7.6,84.7,17.7,74.3,16.0,14.5,412.5,140.8,29.3,45.2,31.9,257.9,77.9,594.6,2.6,6.3,1.5,254.4,2.3,115.9,5.0,155.6,251.3,1.7,364.5,251.3,4.0,388.7,40.9,178.3,4325.7,2022,3,28,0,1,8651.5,3.3088937714940814,8595.285714285714,8263.916666666666
2931,2022-03-29,221.0,2.3,27.8,113.5,4.2,118.3,7.7,89.1,17.7,75.7,17.4,13.3,427.8,144.2,30.7,52.1,32.4,268.5,79.7,601.7,2.7,6.5,1.7,257.9,2.3,115.2,5.0,152.1,255.8,1.7,375.4,280.0,4.0,394.9,41.3,184.6,4426.6,2022,3,29,1,1,8852.800000000001,2.3267641449459697,8621.857142857143,8301.22
2932,2022-03-30,215.0,2.3,27.9,113.5,4.2,117.9,7.6,92.6,17.9,76.8,16.0,14.5,423.9,146.0,31.5,44.1,33.7,272.6,87.1,610.5,2.7,6.5,1.7,259.1,2.3,110.3,5.0,152.7,255.4,1.8,370.2,276.9,4.0,402.4,41.5,185.4,4434.299999999999,2022,3,30,2,1,8867.8,0.16943791794683527,8649.014285714286,8330.193333333333
2933,2022-03-31,221.5,2.1,27.3,114.5,4.3,117.3,7.3,94.9,17.5,78.5,16.3,14.9,426.2,145.4,31.0,45.0,31.5,274.6,89.2,603.3,2.7,6.5,1.8,261.6,2.4,109.1,5.0,152.9,254.4,1.7,372.5,277.6,4.0,409.3,41.1,186.3,4451.900000000001,2022,3,31,3,1,8903.400000000001,0.40145244592799667,8685.314285714287,8359.943333333333
2934,2022-04-01,234.5,2.2,27.7,115.3,4.3,120.4,7.0,93.2,18.2,76.2,15.6,14.8,417.2,143.5,31.3,47.8,31.2,276.2,89.0,590.6,2.7,6.4,1.9,259.8,2.4,111.2,5.0,156.2,243.4,1.7,368.9,274.0,4.0,416.6,39.3,184.4,4434.400000000001,2022,4,1,4,2,8868.5,-0.3919850843498107,8721.257142857143,8388.136666666667
2935,2022-04-02,228.8,2.3,26.2,115.2,4.3,120.8,7.3,89.7,19.1,75.8,15.8,14.3,417.9,138.1,31.4,49.6,34.8,252.7,85.8,586.1,2.7,6.3,1.9,260.6,2.4,122.1,5.0,148.8,246.8,1.6,368.6,264.5,4.0,396.4,40.2,183.9,4371.799999999999,2022,4,2,5,2,8743.599999999999,-1.4083554152337086,8751.714285714286,8409.72
2936,2022-04-03,214.5,2.1,25.2,111.0,4.0,121.2,7.0,87.3,19.4,77.3,16.9,13.2,405.8,125.3,28.9,45.0,35.0,245.1,78.2,583.3,2.6,6.0,1.6,255.0,2.3,123.8,5.0,143.9,245.2,1.4,342.7,256.4,4.0,390.5,37.1,171.4,4234.2,2022,4,3,6,2,8468.8,-3.1428702136419684,8765.199999999999,8420.276666666667
2937,2022-04-04,220.8,2.2,23.8,114.4,4.5,123.3,7.5,94.5,18.4,77.4,17.1,14.6,424.5,139.2,31.7,46.5,33.9,271.5,85.0,611.1,2.6,5.1,1.7,257.8,2.2,108.5,5.0,149.5,249.4,1.7,363.1,265.7,4.0,397.5,39.8,178.1,4393.700000000001,2022,4,4,0,2,8787.3,3.760863404496506,8784.6,8441.92
2938,2022-04-05,218.7,2.3,26.3,110.1,4.6,125.8,7.9,95.7,19.6,79.5,15.5,14.4,430.6,141.7,31.2,46.8,34.7,270.9,86.0,623.3,2.7,5.8,1.7,262.7,2.4,109.3,5.0,142.2,253.7,1.8,367.1,266.0,4.0,395.7,40.6,185.0,4431.5,2022,4,5,1,2,8862.8,0.8591945193631823,8786.028571428571,8473.813333333334
2939,2022-04-06,205.9,2.4,26.8,112.7,4.6,123.4,8.0,97.9,20.2,80.3,16.2,14.1,428.3,138.7,32.0,46.8,34.1,271.3,80.4,615.4,2.6,6.2,1.8,263.8,2.2,113.5,5.0,147.1,254.3,1.8,367.6,265.7,4.0,405.1,37.5,185.3,4423.3,2022,4,6,2,2,8846.3,-0.18617141309743568,8782.957142857142,8498.46
2940,2022-04-07,213.1,2.4,27.8,119.2,4.6,122.7,8.0,99.4,19.2,76.7,15.6,14.5,436.2,145.0,32.7,46.3,33.2,277.4,81.2,611.3,2.6,6.5,1.7,257.9,2.2,112.7,5.0,161.3,249.6,1.6,372.7,267.1,4.0,407.8,38.8,188.2,4466.5,2022,4,7,3,2,8932.699999999999,0.9766795157297281,8787.142857142857,8522.776666666667
2941,2022-04-08,217.1,2.4,27.9,118.9,4.7,124.8,8.2,101.9,20.3,80.3,15.4,14.4,445.0,149.0,32.7,50.9,34.0,282.9,79.0,612.0,2.5,6.4,1.8,256.9,2.2,115.0,5.0,160.0,260.1,1.3,372.7,265.0,4.0,412.5,40.9,186.6,4515.1,2022,4,8,4,2,9029.8,1.087017363171272,8810.185714285713,8549.506666666666
2942,2022-04-09,211.8,2.3,26.1,116.7,4.6,122.2,8.2,100.7,20.5,76.8,16.8,14.9,443.3,146.6,32.8,48.6,33.8,271.5,73.5,611.9,2.8,6.3,1.8,263.7,2.2,120.3,5.0,158.9,262.9,1.0,360.1,253.0,4.0,416.9,41.6,186.9,4471.3,2022,4,9,5,2,8942.3,-0.9690137101596941,8838.571428571428,8572.316666666666
2943,2022-04-10,207.4,2.3,22.9,110.0,4.3,120.2,7.4,98.5,20.1,75.4,17.1,13.2,419.0,138.2,29.4,51.8,29.8,250.1,69.8,590.0,2.5,5.5,1.8,269.9,2.3,125.5,5.0,147.2,256.4,1.0,320.3,254.4,4.0,407.2,39.0,178.2,4296.2,2022,4,10,6,2,8593.3,-3.9027990561712356,8856.357142857143,8580.716666666667
2944,2022-04-11,209.4,2.4,23.2,114.1,5.0,120.6,7.7,108.8,20.5,74.9,17.2,13.5,426.2,150.1,31.9,48.6,33.4,270.5,78.9,591.6,2.6,5.5,1.7,268.8,2.4,125.4,5.0,158.5,263.2,1.6,339.2,252.3,4.0,424.4,41.7,186.4,4430.799999999999,2022,4,11,0,2,8861.999999999998,3.1268546425703647,8867.028571428571,8599.673333333334
2945,2022-04-12,208.8,2.4,27.8,117.3,5.3,122.6,8.0,110.0,20.5,75.0,17.1,14.5,433.3,155.5,33.4,49.5,32.7,269.3,78.0,598.2,2.6,6.2,1.8,257.0,2.5,120.3,5.0,159.3,258.5,1.8,345.0,254.6,4.0,431.7,40.7,194.6,4464.8,2022,4,12,1,2,8929.600000000002,0.7628074926653516,8876.571428571428,8627.329999999998
2946,2022-04-13,209.2,2.2,28.6,121.0,5.5,120.5,8.1,108.8,20.1,78.8,16.7,14.7,431.7,160.0,33.6,46.1,32.5,262.1,76.7,594.2,2.4,5.8,1.7,261.5,1.9,117.3,5.0,165.8,248.6,1.7,336.8,250.5,4.0,433.2,41.9,195.6,4444.5,2022,4,13,2,2,8889.3,-0.4513080093173638,8882.714285714286,8653.41
2947,2022-04-14,213.0,2.2,22.1,122.4,4.7,123.9,8.0,105.5,20.4,79.7,16.9,14.1,438.8,153.4,32.7,46.3,35.7,236.1,73.0,601.0,2.3,4.9,1.7,275.4,2.3,120.6,5.0,151.5,258.7,1.7,313.2,223.3,4.0,421.5,41.2,193.2,4369.4,2022,4,14,3,2,8739.8,-1.681797216878722,8855.157142857142,8671.296666666667
2948,2022-04-15,211.6,1.5,19.8,118.8,4.6,123.7,8.1,104.7,20.2,78.5,16.2,14.1,428.6,156.7,30.7,50.1,36.6,213.2,69.6,609.8,1.9,4.7,1.5,278.1,1.7,116.9,5.0,152.5,263.0,1.7,324.1,239.6,4.0,406.6,40.7,187.1,4346.0,2022,4,15,4,2,8692.2,-0.5446348886702035,8806.92857142857,8686.773333333333
2949,2022-04-16,210.5,2.0,20.7,123.6,4.6,125.0,8.0,103.3,20.1,79.4,16.9,14.3,433.8,157.9,33.0,47.6,37.0,212.7,80.3,609.7,2.3,5.1,1.7,278.0,2.1,121.6,5.0,161.1,265.8,1.4,335.8,243.7,4.0,421.7,38.2,197.2,4425.4,2022,4,16,5,2,8850.5,1.821173005683252,8793.814285714285,8706.523333333333
2950,2022-04-17,200.7,2.1,21.2,125.2,4.3,123.4,7.3,101.7,19.9,78.5,16.9,13.8,418.1,147.1,30.7,50.1,36.0,190.5,76.2,591.4,2.4,4.7,1.7,275.9,2.1,121.1,5.0,151.4,264.7,1.2,296.9,235.7,4.0,422.4,39.9,186.4,4270.2,2022,4,17,6,2,8540.8,-3.4992373312242364,8786.314285714285,8713.173333333332
2951,2022-04-18,203.2,2.4,21.8,125.0,5.1,124.4,7.6,112.6,20.2,78.6,16.3,14.4,434.5,157.3,34.3,46.4,36.5,209.3,82.5,613.4,2.5,5.3,1.8,279.2,2.1,116.7,5.0,164.4,272.4,1.5,317.1,242.3,4.0,425.4,39.6,195.1,4420.0,2022,4,18,0,2,8840.2,3.5055264143874387,8783.199999999999,8731.403333333334
2952,2022-04-19,205.4,2.2,27.7,120.2,5.3,122.4,7.9,115.6,19.9,80.0,16.2,14.7,434.8,159.0,35.9,44.8,35.6,207.2,84.1,619.8,2.4,5.5,1.9,282.0,2.3,118.0,5.0,169.0,273.6,1.8,343.7,240.8,4.0,417.2,40.5,196.8,4463.7,2022,4,19,1,2,8926.900000000001,0.9807470419221476,8782.814285714285,8758.97
2953,2022-04-20,201.7,2.0,26.2,100.5,5.4,122.1,7.9,116.0,20.5,80.2,17.3,14.9,433.1,154.3,33.9,44.1,33.7,209.7,87.4,618.7,2.4,5.5,1.7,271.8,2.1,114.0,5.0,181.2,269.2,1.7,347.8,239.7,4.0,428.6,38.5,183.5,4426.8,2022,4,20,2,2,8853.1,-0.8267147610032666,8777.642857142857,8766.359999999999
2954,2022-04-21,208.4,2.3,30.1,116.2,5.0,121.8,7.9,112.2,20.5,80.2,17.0,15.6,435.1,155.3,32.6,41.3,31.9,230.5,89.6,599.0,2.6,5.9,1.6,261.3,2.3,112.6,5.0,170.7,264.3,1.8,363.5,233.1,4.0,438.8,40.4,181.3,4442.5,2022,4,21,3,2,8884.2,0.35128937886164113,8798.271428571428,8773.606666666667
2955,2022-04-22,208.9,2.2,29.2,121.0,4.8,100.0,8.0,98.4,20.3,81.2,18.4,15.3,436.1,152.7,32.0,40.6,31.6,236.1,87.2,602.8,2.4,5.6,1.6,259.6,2.3,111.4,5.0,165.9,252.6,1.8,367.9,218.7,4.0,425.8,40.0,184.3,4376.200000000001,2022,4,22,4,2,8751.900000000001,-1.4891605321807222,8806.8,8776.079999999998
2956,2022-04-23,208.1,2.2,27.2,112.3,4.7,114.4,6.9,104.9,20.2,79.1,19.5,15.6,433.0,156.5,31.9,39.6,31.2,238.1,80.9,615.3,2.5,5.7,1.6,273.4,2.2,114.3,5.0,171.5,257.0,1.5,361.0,219.3,4.0,424.2,41.2,189.8,4416.299999999999,2022,4,23,5,2,8832.099999999999,0.9163724448405075,8804.17142857143,8782.173333333334
2957,2022-04-24,206.1,2.2,27.8,109.6,4.3,115.3,7.5,101.7,20.0,76.5,19.0,13.3,428.6,156.7,28.9,43.4,30.5,225.8,75.3,583.4,2.5,5.7,1.6,275.3,2.1,112.4,5.0,164.6,268.5,1.5,331.1,220.0,4.0,396.7,41.3,189.2,4297.299999999999,2022,4,24,6,2,8594.699999999999,-2.6879224646460087,8811.871428571429,8781.433333333332
2958,2022-04-25,210.9,2.3,30.8,115.7,5.1,116.9,7.6,111.3,20.3,77.4,17.5,14.4,440.7,156.5,31.7,40.9,29.6,246.2,86.4,607.3,2.5,5.7,1.8,278.5,2.2,115.2,5.0,173.1,257.0,1.8,363.4,218.6,4.0,418.1,44.7,204.6,4466.3,2022,4,25,0,2,8932.0,3.9245116176248374,8824.985714285716,8794.82
2959,2022-04-26,209.5,2.2,30.0,123.5,5.4,118.1,7.6,113.9,20.4,77.1,17.9,13.5,440.1,157.4,31.6,39.4,28.2,246.4,90.6,615.1,2.6,5.5,1.8,280.0,2.4,116.1,5.0,165.5,254.4,1.4,376.7,214.8,4.0,419.2,43.9,209.8,4491.799999999999,2022,4,26,1,2,8982.8,0.5687416032243542,8832.971428571427,8815.1
2960,2022-04-27,214.3,2.3,25.4,121.3,5.6,111.6,7.6,116.6,20.4,78.5,19.5,15.1,442.8,157.8,31.5,39.0,30.5,260.3,92.2,625.0,2.3,4.9,1.9,276.9,2.3,117.5,5.0,168.4,261.8,1.2,378.4,212.9,4.0,421.7,45.5,207.0,4529.7,2022,4,27,2,2,9058.7,0.8449481230796696,8862.342857142856,8828.673333333334
2961,2022-04-28,215.6,2.3,28.8,119.1,5.9,114.3,7.8,121.2,20.6,79.4,19.6,14.4,445.9,156.4,32.3,41.5,31.6,257.4,92.9,627.8,2.6,5.1,1.8,275.2,2.2,113.6,5.0,174.1,261.4,1.7,386.6,205.6,4.0,437.5,47.4,201.5,4560.799999999999,2022,4,28,3,2,9120.899999999998,0.6866327397970773,8896.157142857142,8837.609999999999
2962,2022-04-29,215.2,2.2,29.8,119.9,6.0,115.3,7.8,123.7,20.3,78.6,19.6,14.0,453.8,156.0,32.9,43.9,33.2,239.7,90.7,626.2,2.6,5.4,1.7,274.0,2.2,116.9,5.0,183.7,259.8,1.7,387.8,204.6,4.0,450.4,47.0,195.6,4572.000000000001,2022,4,29,4,2,9143.2,0.24449341621992637,8952.057142857142,8846.79
2963,2022-04-30,219.0,2.2,23.2,95.9,5.8,118.8,7.9,121.5,20.2,77.1,18.2,15.4,452.2,179.7,34.6,44.8,32.2,244.6,87.3,618.5,2.1,4.7,1.6,262.2,2.0,116.4,5.0,205.8,271.2,1.6,385.6,214.8,4.0,460.3,47.3,152.4,4556.9,2022,4,30,5,2,9113.0,-0.33030011374574064,8992.185714285715,8853.776666666667
2964,2022-05-01,207.1,2.2,25.8,104.2,5.2,118.0,5.8,117.7,18.7,68.8,18.8,13.8,429.3,182.7,30.7,49.7,30.8,215.9,78.8,570.5,2.2,4.8,1.7,267.8,2.1,111.7,5.0,206.6,292.0,1.2,346.1,209.4,4.0,451.1,42.0,130.1,4372.0,2022,5,1,6,2,8744.3,-4.045868539449149,9013.557142857144,8849.636666666665
2965,2022-05-02,208.3,2.2,25.2,104.6,6.0,113.4,7.0,125.4,19.6,69.3,18.6,14.7,443.8,195.8,32.6,51.3,27.7,234.4,83.1,604.4,2.3,5.4,1.8,265.9,2.1,115.1,5.0,206.6,274.6,1.3,349.3,218.1,4.0,457.4,45.2,142.8,4484.599999999999,2022,5,2,0,2,8968.9,2.5685303569182194,9018.82857142857,8857.146666666667
2966,2022-05-03,202.7,2.2,25.4,95.8,5.7,111.5,7.7,123.5,20.0,75.4,18.2,14.8,435.2,195.0,32.4,44.0,29.1,241.1,84.1,607.7,2.1,5.8,1.7,266.4,2.2,108.1,5.0,211.7,270.7,1.8,364.3,206.9,4.0,471.3,46.7,137.3,4478.3,2022,5,3,1,2,8955.8,-0.14606027495011054,9014.971428571427,8873.38
2967,2022-05-04,200.7,2.2,27.0,109.2,5.0,110.1,7.8,118.5,20.1,74.6,19.7,15.4,436.2,175.6,31.7,47.7,29.6,234.2,84.4,607.6,2.2,5.5,1.8,265.8,2.1,109.3,5.0,190.5,279.3,1.8,359.6,176.3,4.0,432.7,40.0,151.5,4385.5,2022,5,4,2,2,8770.2,-2.07240000893274,8973.757142857143,8872.81
2968,2022-05-05,200.4,2.2,30.9,101.3,4.8,111.6,7.9,103.8,20.4,74.3,18.4,15.5,439.8,167.4,34.1,51.5,29.5,218.9,83.3,607.0,2.2,5.6,1.8,268.0,2.3,110.6,5.0,186.5,271.2,1.6,351.9,187.6,4.0,372.2,41.2,158.1,4293.8,2022,5,5,3,2,8586.6,-2.093452828897857,8897.42857142857,8863.603333333333
2969,2022-05-06,195.1,2.2,33.4,107.8,5.2,110.7,8.0,113.3,20.3,75.9,19.6,15.3,440.4,180.6,35.1,50.8,30.5,219.3,85.0,605.1,2.4,5.5,1.8,267.7,2.3,103.3,5.0,196.3,268.9,1.7,370.4,190.8,4.0,436.6,45.9,160.4,4417.9,2022,5,6,4,2,8834.5,2.8870565765262146,8853.328571428572,8863.21
2970,2022-05-07,194.2,2.3,35.0,115.2,5.2,110.7,7.9,110.7,20.4,77.1,19.0,14.9,437.4,187.4,35.3,50.4,31.8,219.2,84.6,607.1,2.5,5.5,1.9,262.1,2.2,114.4,5.0,200.3,279.7,1.6,352.3,197.0,4.0,452.8,45.7,172.8,4465.5,2022,5,7,5,2,8931.1,1.0934404889920257,8827.342857142858,8863.156666666668
2971,2022-05-08,190.0,2.3,34.2,116.5,5.0,110.2,7.5,110.0,19.8,77.5,18.8,13.5,420.5,173.9,31.8,54.4,32.4,199.6,77.9,593.3,2.4,4.9,1.8,263.2,2.2,126.4,5.0,197.2,279.0,1.2,327.9,193.7,4.0,446.0,42.0,167.4,4353.4,2022,5,8,6,2,8706.8,-2.5114487577118316,8821.985714285714,8852.390000000001
2972,2022-05-09,187.0,2.3,35.2,113.3,6.0,112.1,7.1,122.4,20.2,78.2,18.4,15.2,438.8,185.7,33.3,47.0,32.3,212.2,84.5,608.9,2.5,5.0,1.8,269.1,2.3,127.4,5.0,201.5,290.3,1.6,339.8,193.9,4.0,472.8,45.6,161.3,4484.3,2022,5,9,0,2,8968.300000000001,3.00339964165941,8821.9,8853.256666666666
2973,2022-05-10,166.5,2.2,33.4,117.6,6.2,110.9,5.7,125.9,20.5,76.8,18.7,15.4,442.5,191.8,32.4,49.7,33.0,210.3,80.9,606.3,2.5,5.1,1.9,273.8,2.3,125.4,5.0,225.2,288.7,1.6,310.7,190.7,4.0,482.8,44.1,161.7,4472.0,2022,5,10,1,2,8944.2,-0.26872428442402674,8820.242857142857,8864.953333333333
2974,2022-05-11,151.7,2.2,32.5,121.6,6.4,109.9,7.3,129.8,20.3,77.6,18.8,15.2,443.0,200.4,33.4,53.7,33.7,197.6,75.1,609.9,2.5,6.0,1.8,274.5,2.3,118.3,5.0,223.6,307.3,1.7,324.9,184.1,4.0,486.9,47.1,162.6,4492.400000000001,2022,5,11,2,2,8985.100000000002,0.4572795778269967,8850.942857142858,8869.056666666667
2975,2022-05-12,161.4,2.3,32.1,117.4,6.8,111.4,7.6,136.2,19.0,77.0,18.8,14.7,444.4,207.7,32.7,53.1,34.0,188.5,73.7,601.7,2.4,5.9,1.8,278.5,2.4,121.6,5.0,232.0,302.8,1.7,323.6,183.2,4.0,500.2,46.1,169.8,4521.200000000001,2022,5,12,3,2,9042.7,0.6410613126175413,8916.1,8872.826666666668
2976,2022-05-13,172.9,2.3,28.6,121.9,6.8,108.5,7.6,135.8,19.7,77.7,18.9,14.8,436.4,205.2,32.8,53.2,33.1,189.6,73.5,585.8,2.5,5.4,1.9,278.5,2.5,127.4,5.0,231.6,300.4,1.8,314.3,187.8,4.0,498.9,45.9,165.7,4497.999999999999,2022,5,13,4,2,8996.699999999999,-0.5086976234974228,8939.271428571428,8876.406666666668
2977,2022-05-14,180.6,2.3,28.4,114.5,6.4,105.8,7.6,130.7,19.5,76.2,19.1,13.8,433.5,203.9,33.1,52.6,32.0,199.5,72.0,588.3,2.5,5.7,1.8,279.6,2.3,129.0,5.0,229.5,307.1,1.4,328.5,189.0,4.0,514.2,49.0,161.5,4529.8,2022,5,14,5,2,9059.7,0.7002567608123123,8957.642857142859,8887.070000000002
2978,2022-05-15,187.5,2.5,25.4,121.5,6.2,102.8,7.0,125.6,19.6,74.6,19.9,13.2,415.3,192.2,30.6,52.1,32.2,186.0,63.5,577.8,2.5,4.6,1.7,274.9,2.3,129.1,5.0,223.5,298.4,1.3,281.4,174.7,4.0,510.5,47.7,160.9,4376.9,2022,5,15,6,2,8754.899999999998,-3.364349812907741,8964.514285714286,8889.16
2979,2022-05-16,192.7,2.4,24.5,125.0,6.9,100.3,7.2,130.8,19.4,74.8,20.8,14.9,429.4,204.3,31.6,46.7,32.2,202.2,71.1,597.2,2.5,5.2,1.8,271.6,2.4,127.4,5.0,230.8,298.6,1.2,301.9,181.8,4.0,509.0,45.1,173.1,4495.1,2022,5,16,0,2,8990.900000000001,2.695633302493494,8967.742857142857,8893.84
2980,2022-05-17,195.3,2.4,24.4,117.2,6.8,106.2,7.3,132.8,20.0,77.7,20.8,14.5,430.3,203.8,32.9,49.7,32.0,188.7,72.2,604.6,2.5,5.8,1.8,276.9,2.4,120.9,5.0,221.8,304.3,1.6,319.6,189.4,4.0,489.2,41.9,177.4,4504.2,2022,5,17,1,2,9008.3,0.19352901266833644,8976.9,8909.423333333334
2981,2022-05-18,196.4,2.3,24.9,125.3,6.5,102.2,7.4,136.0,20.0,76.7,19.2,14.5,425.6,202.7,32.6,52.4,31.2,175.8,70.2,600.0,2.4,5.6,1.6,278.5,2.4,123.3,5.0,216.2,295.0,1.3,321.9,183.8,4.0,495.8,42.2,172.3,4473.200000000001,2022,5,18,2,2,8946.400000000001,-0.6871440782389326,8971.371428571429,8912.963333333335
2982,2022-05-19,192.2,2.3,23.4,107.3,6.6,100.9,7.4,138.1,20.4,75.5,18.5,14.1,434.5,208.4,33.3,52.2,30.5,166.5,67.6,582.6,2.4,5.0,1.8,280.2,2.4,125.6,5.0,226.0,308.3,0.9,321.5,180.6,4.0,497.4,45.8,179.9,4468.799999999999,2022,5,19,3,2,8937.9,-0.0950102834659905,8956.4,8913.33
2983,2022-05-20,190.4,2.3,25.8,101.5,7.0,107.1,7.6,133.7,19.1,76.9,19.1,12.4,429.8,208.1,32.2,48.0,32.4,152.8,69.8,543.9,2.4,5.4,1.5,279.9,2.3,135.8,5.0,235.6,311.1,1.3,330.1,178.8,4.0,506.1,48.7,181.5,4449.7,2022,5,20,4,2,8899.1,-0.4341064455856469,8942.457142857143,8914.863333333335
2984,2022-05-21,193.3,2.3,25.7,104.8,6.4,104.5,7.5,129.1,20.1,74.6,19.7,12.3,417.8,184.1,34.2,50.4,28.3,154.4,71.0,537.6,2.4,5.8,1.6,261.0,2.4,137.1,5.0,223.2,299.1,1.4,330.4,164.9,4.0,449.1,48.1,159.2,4273.1,2022,5,21,5,2,8545.900000000001,-3.968940679394528,8869.057142857144,8903.586666666666
2985,2022-05-22,190.3,2.4,28.5,93.0,5.6,95.5,7.4,115.1,20.0,72.4,19.3,10.8,397.2,172.6,30.9,52.7,27.6,150.1,65.5,521.9,2.4,6.0,1.7,244.4,2.3,122.1,5.0,215.9,293.3,1.1,304.2,156.4,4.0,422.1,45.2,144.2,4048.7,2022,5,22,6,2,8097.799999999999,-5.24345007547481,8775.185714285715,8881.783333333333
2986,2022-05-23,207.2,2.7,32.0,103.5,4.8,98.9,6.0,99.2,19.2,74.3,19.8,13.7,418.2,102.8,27.3,48.3,29.9,176.4,73.6,562.3,2.5,6.0,1.7,229.3,2.4,125.7,5.0,137.9,262.0,1.4,344.8,175.2,4.0,315.6,34.7,172.4,3941.0,2022,5,23,0,2,7881.7,-2.6686260465805467,8616.728571428572,8850.103333333333
2987,2022-05-24,215.4,2.6,36.0,105.0,4.3,97.5,7.1,91.1,20.0,74.6,19.4,14.4,426.6,123.0,29.2,46.8,26.8,188.2,76.1,577.1,2.6,6.1,1.8,217.9,2.5,125.6,5.0,153.7,231.1,1.6,366.9,184.3,4.0,311.6,39.7,180.7,4017.2,2022,5,24,1,2,8033.499999999999,1.925980435692809,8477.471428571429,8831.396666666667
2988,2022-05-25,192.2,2.5,35.2,104.0,4.6,99.0,7.7,100.3,19.9,75.9,18.5,14.7,425.4,149.9,31.5,48.8,25.6,201.9,79.4,579.1,2.5,5.8,1.7,217.9,2.4,128.3,5.0,167.5,272.9,1.6,368.5,185.8,4.0,385.5,42.5,182.4,4190.8,2022,5,25,2,2,8381.2,4.3281259724902155,8396.728571428572,8813.036666666665
2989,2022-05-26,210.1,2.6,34.5,109.9,5.2,93.8,7.8,105.6,20.6,76.0,18.6,15.1,429.8,160.4,32.6,49.9,30.4,207.9,77.5,581.6,2.6,5.5,1.9,244.5,2.6,128.7,5.0,186.5,286.6,1.5,356.2,179.2,4.0,426.3,44.4,176.1,4321.1,2022,5,26,3,2,8642.6,3.1188851238486137,8354.542857142857,8801.696666666667
2990,2022-05-27,205.3,2.4,34.2,118.1,5.8,93.4,7.9,113.9,20.4,76.5,20.4,15.0,425.1,173.5,33.4,52.2,31.1,209.5,77.3,574.4,2.5,5.5,1.8,241.3,2.6,121.6,5.0,201.0,295.6,1.6,353.9,178.1,4.0,442.0,46.6,182.8,4375.300000000001,2022,5,27,4,2,8751.000000000002,1.2542521926272254,8333.385714285714,8791.44
2991,2022-05-28,212.7,2.2,36.1,118.5,6.3,96.2,7.8,118.4,20.0,77.0,19.3,14.7,426.1,175.6,33.1,48.2,33.0,215.8,76.2,568.9,2.6,5.5,1.7,247.4,2.6,123.2,5.0,191.0,298.0,1.5,351.9,179.5,4.0,450.4,48.6,187.4,4406.4,2022,5,28,5,2,8812.8,0.7062050051422464,8371.514285714286,8781.170000000002
2992,2022-05-29,216.9,2.2,36.7,109.0,6.0,98.4,7.4,118.4,20.1,76.3,18.1,13.3,412.7,166.9,29.3,44.4,33.0,206.6,70.4,561.6,2.6,5.8,1.5,243.8,2.5,131.7,5.0,178.3,298.8,1.2,331.4,178.5,4.0,441.7,45.4,169.9,4289.099999999999,2022,5,29,6,2,8578.9,-2.6540940450254125,8440.242857142857,8762.359999999999
