FeatureType,irradiation,AC_POWER,module_temperature,humidity,tariff_per_kwh,subsidy_percent,installation_cost,maintenance_cost,annual_generation,degradation_rate,payback_period,roi
Residential,0.42,3.33,6.4,-23.59,-0.26,-1.04,465178.74,-2780.42,1800.96,-0.06,16.81,5.95
Residential,0.82,0.34,-4.73,23.54,-2.7,-1.04,-126115.23,1532.11,2232.8,-0.0,10.49,9.53
Residential,-1.06,-4.12,-14.74,23.63,-2.27,-11.04,-359917.45,-1067.22,-5043.17,0.2,25.0,2.37
Residential,-0.75,1.44,-0.78,5.15,-1.1,-1.04,103361.09,598.07,1872.92,-0.06,12.55,7.97
Residential,-0.87,4.36,3.32,16.12,-0.96,-1.04,344767.52,2783.41,-1010.05,-0.14,25.0,3.24
Residential,-0.78,-3.62,-15.42,-25.53,-1.87,-11.04,-350197.09,-455.58,-5092.07,0.08,25.0,2.06
Residential,-1.03,-4.32,-7.41,31.71,0.4,-11.04,-400045.45,2238.92,-5622.19,-0.09,25.0,0.0
Residential,0.01,0.62,-11.15,26.15,-2.44,-1.04,506606.4,1048.15,5804.56,-0.18,18.55,5.39
Residential,0.14,0.89,-10.61,-21.06,2.74,-1.04,65512.57,3199.75,2966.08,-0.1,6.15,16.25
Residential,-1.0,4.02,-4.87,-29.66,-0.23,-11.04,741504.13,3054.2,2624.52,-0.15,21.69,4.61
Residential,-0.09,-2.77,-8.36,4.92,0.78,-1.04,-289517.75,1886.47,-2546.12,-0.05,7.19,13.9
Residential,0.24,-4.93,12.82,-31.2,0.75,8.96,-423049.43,-1875.36,-5514.12,0.19,10.71,9.34
Residential,0.46,2.02,11.9,11.68,1.38,-1.04,-49737.97,-1939.17,5186.22,-0.2,4.27,23.42
Residential,0.96,2.18,-3.26,-14.61,-1.23,-1.04,186294.11,2648.97,1417.63,-0.09,16.53,6.05
Residential,-0.52,-3.23,-13.69,29.98,0.15,8.96,-346321.19,-1084.6,-4668.51,0.01,12.94,7.73
Residential,0.03,-2.28,-10.15,32.93,1.94,-11.04,-197829.51,-3631.64,-846.96,-0.16,5.32,18.79
Residential,-0.79,-1.59,3.28,16.83,-1.83,-1.04,-210929.57,-4289.93,-4156.37,-0.02,22.52,4.44
Residential,-0.22,-4.28,-8.34,-3.63,-1.43,8.96,-297493.04,-611.67,-3968.02,-0.12,17.3,5.78
Residential,-0.46,4.28,-14.22,12.98,-2.28,8.96,276611.57,4189.04,4379.06,0.18,16.81,5.95
Residential,0.3,4.92,3.11,23.06,-0.14,-1.04,474808.83,2169.26,4691.42,-0.08,13.05,7.66
Residential,-0.48,2.54,-3.88,31.99,-2.72,-11.04,-129420.82,2206.59,540.39,0.17,14.08,7.1
Residential,-1.23,4.13,-10.85,22.92,1.93,8.96,283206.32,2735.59,1774.0,-0.14,10.99,9.1
Residential,0.69,0.57,12.27,-21.05,2.35,8.96,37737.36,-1604.58,-340.18,0.09,9.04,11.06
Residential,0.4,2.13,-1.39,-6.22,2.58,-1.04,87072.01,3719.51,3585.93,-0.18,6.12,16.35
Residential,1.15,4.42,-4.6,2.32,-1.32,-1.04,1167319.36,5853.07,11859.82,-0.03,16.75,5.97
Residential,-0.41,-4.86,0.08,-34.45,0.9,8.96,-424182.53,-907.75,-6011.7,0.06,25.0,0.0
Residential,-0.86,-1.93,-6.61,-13.23,0.11,-1.04,-10364.68,-3763.41,-2196.97,-0.02,15.15,6.6
Residential,-0.36,-3.92,6.69,27.17,-2.43,-1.04,-398046.82,-1517.76,-4432.66,-0.03,12.74,7.85
Residential,0.95,2.92,-4.99,-31.32,-1.7,8.96,285930.25,1833.01,11050.77,0.17,8.35,11.97
Residential,-1.03,-3.08,-14.7,4.98,-2.42,8.96,-178096.94,-2719.6,-3506.06,0.1,25.0,3.97
Residential,1.19,2.91,4.25,-23.07,0.99,-11.04,142752.19,688.74,4321.99,-0.15,7.31,13.68
Residential,0.18,-4.19,-7.94,34.34,-2.31,8.96,-297696.25,-1598.88,-4505.52,0.17,25.0,3.4
Residential,-1.18,-4.53,4.57,-31.46,-0.59,8.96,-406851.28,-3641.83,-5507.75,-0.07,12.5,8.0
Residential,-0.69,1.06,8.18,10.47,0.23,-1.04,347139.54,4038.82,2263.76,-0.12,14.47,6.91
Residential,0.4,1.61,-1.65,-26.54,0.35,-1.04,430371.12,-862.03,7913.86,0.2,8.53,11.73
Residential,-0.11,1.45,-7.99,17.05,-1.31,-11.04,161306.39,-3665.66,2349.71,-0.04,12.38,8.08
Residential,0.04,-3.89,-11.81,18.56,0.84,8.96,-358711.06,-3292.76,-4805.0,0.18,9.17,10.9
Residential,-0.24,2.25,-13.36,15.4,-2.61,8.96,27665.37,-1128.7,1832.32,-0.16,14.51,6.89
Residential,0.87,1.18,14.75,9.76,-2.61,-1.04,202482.88,-4646.34,644.02,-0.04,20.88,4.79
Residential,-0.8,-3.17,-7.42,18.06,-0.39,8.96,-328699.1,-3103.71,-4820.52,0.19,14.97,6.68
Residential,0.47,0.92,-0.98,19.0,0.55,-1.04,204164.31,1249.93,919.42,0.15,13.05,7.66
Residential,0.88,3.15,16.94,-15.21,1.83,-1.04,-75873.37,5838.73,380.99,0.08,7.58,13.2
Residential,0.31,3.16,-2.3,-0.5,1.75,-1.04,261701.22,1396.57,5692.74,0.15,7.05,14.19
Residential,-0.35,0.11,-10.15,-30.66,1.46,8.96,197053.2,3206.59,-1025.65,0.05,16.84,5.94
Residential,-0.17,-4.76,-10.28,31.33,-2.5,-1.04,-372131.05,-1122.15,-4778.14,-0.01,25.0,3.77
Residential,-0.6,-2.23,2.84,-4.56,-1.34,8.96,-288760.76,-149.03,-2477.27,-0.13,9.69,10.32
Residential,-1.13,-1.73,-0.84,-10.99,-1.6,8.96,-66704.8,290.3,-2584.95,0.18,24.63,4.06
Residential,-0.93,1.41,-1.07,-33.04,-2.47,8.96,126776.36,-2550.43,290.31,0.11,20.24,4.94
Residential,0.72,-1.06,2.66,15.89,-0.59,-1.04,-299054.68,1810.08,-1649.47,0.12,6.7,14.93
Residential,-0.65,4.12,-9.84,-13.52,2.66,-1.04,215943.8,1777.15,364.37,0.19,11.12,8.99
Residential,0.41,3.09,-9.43,-16.61,1.38,-1.04,254417.2,789.77,4272.38,0.19,8.28,12.08
Residential,0.04,1.49,8.88,-14.66,-2.51,-1.04,168730.79,3251.75,278.92,-0.09,25.0,3.65
Residential,-0.07,-3.03,1.64,26.51,1.29,8.96,-335624.26,-124.14,-3909.86,-0.0,7.67,13.03
Residential,-0.76,-0.37,-8.15,-8.96,-0.91,-11.04,-185463.86,-3095.16,-746.22,-0.07,8.25,12.12
Residential,1.01,-2.59,-2.16,-22.83,2.59,-1.04,-327135.91,297.9,-1887.5,-0.06,3.48,28.7
Residential,-0.4,2.77,-6.92,19.03,-0.26,-11.04,273931.99,-2232.12,307.79,0.08,16.64,6.01
Residential,0.63,3.28,10.72,23.83,-2.36,8.96,157880.79,1182.3,8770.74,-0.14,9.2,10.87
Residential,-0.56,-1.68,1.85,33.45,1.06,-1.04,-138385.51,1941.06,-1298.46,0.05,9.09,11.0
Residential,0.85,-4.73,16.26,29.88,0.89,-1.04,-455865.13,-641.82,-5423.23,0.05,10.55,9.48
Residential,-0.03,-4.22,-4.95,29.82,2.4,8.96,-377705.17,-696.45,-3630.62,0.03,3.82,26.2
Residential,-1.0,1.3,-7.47,-24.84,2.43,-1.04,75439.86,943.07,-1795.83,0.01,13.66,7.32
Residential,0.36,-4.45,12.96,-13.55,-1.52,-11.04,-368859.38,2070.27,-5647.14,0.05,25.0,0.0
Residential,0.77,-4.36,9.17,31.07,1.94,-1.04,-354564.39,-4289.77,-4961.17,-0.13,8.39,11.92
Residential,0.54,1.06,7.98,2.08,2.01,-1.04,19277.88,528.92,5320.66,0.18,4.68,21.38
Residential,-0.29,-4.82,-12.13,17.73,-1.09,-11.04,-443343.99,-3224.04,-5820.97,-0.03,25.0,3.12
Residential,-1.08,-3.68,0.31,-9.9,-2.11,8.96,-319529.58,1423.48,-5366.34,0.01,25.0,0.0
Residential,0.11,2.25,0.4,21.16,1.11,-1.04,-75316.85,-166.41,3628.45,-0.13,4.91,20.36
Residential,-0.2,3.06,-10.52,30.88,1.94,-11.04,77934.72,807.32,-56.11,-0.15,10.19,9.81
Residential,1.12,3.99,-5.4,-22.12,0.39,-1.04,351237.41,-2633.9,3915.1,0.14,10.63,9.41
Residential,-0.71,1.67,-14.87,30.58,2.3,-1.04,-183585.02,1463.68,16.09,0.12,5.08,19.69
Residential,0.71,-4.65,13.13,-12.84,-1.13,-1.04,-439870.82,-1877.83,-5176.59,0.13,11.76,8.5
Residential,1.09,0.62,7.04,-17.32,1.1,-1.04,95008.6,-4106.45,-673.58,-0.09,11.79,8.48
Residential,1.14,-4.72,13.21,21.91,-2.15,-11.04,-352606.38,-117.73,-3811.84,0.19,14.14,7.07
Residential,-0.02,1.69,-7.28,-3.73,-2.61,-1.04,-14752.85,-2015.08,1301.81,-0.05,13.91,7.19
Residential,-0.64,-0.26,-15.21,15.05,1.25,8.96,-102206.81,-1626.18,-899.87,-0.07,8.26,12.1
Residential,0.59,-4.13,13.31,26.82,-0.54,-1.04,-306807.41,845.6,-4612.9,0.19,25.0,4.0
Residential,-1.05,1.67,4.39,-0.26,-0.56,8.96,89283.86,3793.06,-1528.04,0.19,23.09,4.33
Residential,-0.87,-3.59,-9.86,-7.26,0.12,-11.04,-362916.34,-1580.17,-4575.19,0.06,10.44,9.58
Residential,1.17,3.97,18.5,33.87,-0.14,-1.04,771256.75,4937.71,9641.05,-0.07,11.83,8.45
Residential,-0.23,-0.58,-7.99,31.75,0.04,-1.04,167978.39,1279.4,26.83,-0.11,15.48,6.46
Residential,0.27,-2.94,-4.45,24.03,-0.09,-1.04,-274604.34,-2763.97,-3581.56,0.11,10.5,9.52
Residential,-1.09,2.86,-15.5,-34.53,1.41,-1.04,615978.57,1683.75,6400.9,0.1,10.31,9.7
Residential,-0.11,-3.33,-5.35,-23.23,1.41,8.96,-246829.1,2632.13,-3063.93,-0.05,9.99,10.01
Residential,0.69,2.76,13.92,1.64,1.94,8.96,390520.13,147.75,5508.16,-0.01,8.14,12.28
Residential,-0.33,0.8,2.05,-22.8,-2.01,8.96,40582.01,-2491.11,142.96,0.19,16.03,6.24
Residential,1.16,4.47,16.81,-23.57,-1.09,-1.04,617104.91,3148.49,2780.25,-0.09,22.32,4.48
Residential,0.1,2.12,-4.61,-19.29,2.67,-1.04,144917.23,3717.28,1568.41,0.1,8.56,11.68
Residential,0.49,1.15,-6.9,20.38,0.54,8.96,-152840.14,-568.79,-1152.63,0.14,8.49,11.78
Residential,0.13,-1.36,1.43,0.97,2.11,-11.04,153746.77,2794.55,1807.56,0.06,8.87,11.28
Residential,-0.71,0.34,-12.55,-8.77,0.18,8.96,110860.31,495.62,-1544.01,0.01,18.59,5.38
Residential,-0.83,-2.15,-10.07,23.2,-0.76,-1.04,-236367.04,2376.52,-4730.13,0.1,25.0,1.59
Residential,-0.37,-0.65,1.55,18.65,-2.53,-1.04,-20503.08,2281.94,-2122.04,-0.03,25.0,2.84
Residential,-0.64,4.63,4.22,-4.63,-1.26,8.96,588211.16,1141.7,2986.55,-0.09,21.01,4.76
Residential,-0.77,5.0,-15.17,-15.64,1.64,-1.04,1103072.1,2739.71,6553.02,-0.06,14.49,6.9
Residential,-0.4,3.33,-3.6,20.27,-0.38,-1.04,589892.53,2567.65,5173.04,0.18,14.62,6.84
Residential,0.03,-4.35,-1.01,-30.28,-2.08,-1.04,-286423.96,1698.27,-4275.18,-0.15,25.0,2.3
Residential,0.87,-4.21,15.45,18.67,0.16,-1.04,-371726.88,2274.42,-4426.04,0.07,12.22,8.18
Residential,0.48,-2.58,-2.0,-5.26,0.33,8.96,-296635.01,2603.22,-3896.1,-0.02,14.35,6.97
Residential,-0.95,1.94,-11.17,20.88,2.72,-1.04,98783.76,-97.1,1597.56,0.1,7.45,13.43
Residential,-1.13,4.54,2.02,5.47,-1.92,-11.04,243495.2,2591.66,3523.25,0.14,15.7,6.37
Residential,1.08,4.28,1.3,13.31,2.28,-1.04,287873.2,-940.46,2043.63,-0.14,9.75,10.26
Residential,0.14,1.39,-3.5,-34.08,-1.99,-1.04,77355.81,-2138.65,-441.59,-0.13,19.16,5.22
Residential,-0.15,-4.28,-3.95,31.05,2.09,-1.04,-386157.03,1443.15,-5562.98,-0.1,25.0,2.88
Residential,0.33,1.71,-10.37,-15.19,0.1,8.96,73098.98,2849.72,3437.85,-0.13,8.32,12.02
Residential,-1.09,-2.0,-0.04,-7.12,0.18,-1.04,-87391.46,1149.71,-2679.85,0.17,17.3,5.78
Residential,-1.15,0.55,-3.78,-22.77,-2.07,8.96,-213.93,2618.01,-2128.26,0.11,25.0,3.08
Residential,0.2,-1.43,-5.5,34.15,0.62,-1.04,-269033.41,-2632.09,-3552.97,-0.17,9.62,10.4
Residential,0.41,-2.08,8.2,-29.12,-2.3,8.96,-269442.54,1677.47,-3370.48,-0.12,24.27,4.12
Residential,0.06,1.0,-11.97,13.66,-1.08,-1.04,36118.63,2992.6,-450.66,0.01,17.42,5.74
Residential,-0.01,2.47,-8.88,-5.92,0.09,8.96,480194.82,-1123.65,3507.84,0.13,13.66,7.32
Residential,0.01,3.46,-4.65,7.95,2.22,-1.04,431277.88,1250.09,3924.12,0.13,9.7,10.31
Residential,1.19,1.92,4.88,25.3,1.36,8.96,67181.3,1810.42,2429.67,-0.04,7.63,13.11
Residential,0.17,3.04,10.42,-8.39,-2.48,-11.04,8416.76,2082.57,2372.6,-0.02,13.76,7.27
Residential,-0.83,3.52,-12.29,-30.66,2.27,-1.04,707413.73,26.34,3334.77,-0.2,13.25,7.55
Residential,-0.14,-4.69,10.43,28.86,2.73,-1.04,-425291.38,497.59,-5987.64,0.09,25.0,0.0
Residential,1.2,0.1,17.52,-1.61,1.84,-1.04,-174631.44,-4459.32,255.12,-0.02,4.81,20.81
Residential,-1.12,1.74,-18.54,21.88,2.16,-1.04,298276.18,2610.95,877.2,-0.04,12.36,8.09
Residential,-0.74,-1.35,0.32,29.01,-1.51,8.96,-181424.04,1539.87,-4100.52,-0.01,25.0,2.34
Residential,1.16,4.76,13.68,6.09,2.56,-1.04,67572.28,657.49,2617.13,-0.19,6.37,15.7
Residential,-0.43,-0.15,4.75,-15.41,-1.99,8.96,-34391.15,-1205.94,-1979.29,-0.02,22.32,4.48
Residential,-0.32,-1.92,-5.6,-27.42,-1.53,-1.04,-228176.3,825.26,-4162.84,0.11,25.0,2.92
Residential,0.01,4.73,3.94,-4.31,1.32,-1.04,599182.18,-1042.09,11949.3,-0.08,6.92,14.46
Residential,0.95,4.76,-1.19,12.94,0.06,-1.04,593480.28,3855.16,16006.18,0.12,6.82,14.67
Residential,0.87,0.41,4.51,-11.99,-0.29,8.96,-73216.02,-967.09,3879.39,-0.11,5.8,17.24
Residential,0.32,-0.82,-8.76,-19.84,2.17,-1.04,-18216.83,1401.72,1361.13,0.04,6.63,15.09
Residential,0.3,1.36,-2.85,-14.49,0.05,-1.04,353347.05,-3900.75,5056.0,0.07,9.88,10.12
Residential,-0.96,4.72,-15.86,-3.35,-2.18,-1.04,334752.94,1024.11,4374.14,-0.17,16.53,6.05
Residential,0.43,1.91,-1.22,2.01,-2.55,-1.04,252922.06,-2155.25,3408.84,0.1,16.72,5.98
Residential,0.06,-3.83,10.58,30.02,0.26,-11.04,-367307.86,-564.69,-4884.13,0.2,14.37,6.96
Residential,0.87,-0.92,-1.72,6.04,2.06,-1.04,-201182.91,3628.04,-1754.52,0.19,7.47,13.38
Residential,-0.61,-0.51,-3.83,28.95,1.81,-11.04,-163461.0,2149.32,-2703.02,0.16,11.15,8.97
Residential,-1.13,-4.43,-15.68,-30.35,-2.54,8.96,-429508.41,-3750.81,-5307.36,0.2,12.72,7.86
Residential,0.58,1.16,-3.97,20.97,1.8,-1.04,69897.35,3608.94,-2515.54,-0.15,19.57,5.11
Residential,0.72,-2.86,-6.66,19.93,-2.51,-1.04,-250411.92,2505.63,-3080.61,-0.15,25.0,3.69
Residential,-0.78,2.04,2.01,34.14,0.9,-1.04,355129.87,-2528.78,-212.68,-0.01,16.89,5.92
Residential,-0.72,3.4,-3.32,32.39,-1.3,-1.04,437826.77,2717.95,3775.27,0.01,17.09,5.85
Residential,0.2,-2.94,-7.15,24.83,-1.23,-1.04,-246253.75,-891.24,-1911.56,-0.18,9.6,10.42
Residential,1.22,-3.77,-1.49,3.96,-1.66,-1.04,-315012.08,2820.92,-3203.05,-0.14,15.15,6.6
Residential,-0.46,1.91,7.02,-26.63,1.3,-11.04,-128346.75,2099.7,-2654.27,-0.12,13.19,7.58
Residential,-1.25,1.32,-12.31,30.01,-0.43,-11.04,307932.72,1671.81,-1781.25,0.14,25.0,3.25
Residential,0.73,0.57,9.77,-6.11,-1.01,-1.04,28405.98,-112.22,1805.5,-0.2,10.65,9.39
Residential,-1.21,-0.78,-1.22,-33.61,0.69,-1.04,-279311.29,-100.52,-4594.44,0.18,18.73,5.34
Residential,0.85,1.05,16.13,9.02,-2.22,-1.04,19117.98,3563.63,2277.25,-0.0,13.91,7.19
Residential,-0.65,-3.31,-14.74,34.4,-1.68,-11.04,-293668.54,1127.7,-4363.45,-0.14,25.0,2.99
Residential,0.1,-0.14,11.0,-20.02,0.4,-11.04,-157232.0,-2254.01,-1291.5,0.09,8.4,11.9
Residential,0.04,-4.66,-11.61,-24.68,-2.67,-1.04,-382607.51,2450.45,-5499.95,0.11,25.0,0.0
Residential,0.04,-3.18,-1.09,22.97,0.54,8.96,-152253.7,274.35,-2915.44,-0.03,14.03,7.13
Residential,-1.11,-2.0,3.69,10.28,-1.28,-1.04,-264735.2,2455.92,-3334.29,0.06,18.52,5.4
Residential,0.5,1.54,7.93,-1.6,-1.82,8.96,-21676.82,4381.52,-1424.81,0.18,25.0,3.95
Residential,0.95,-1.02,-1.05,21.14,-0.23,8.96,142242.85,18.24,1298.13,0.16,12.33,8.11
Residential,0.47,-1.4,13.87,31.12,-2.67,-1.04,12467.71,-2327.1,-1409.18,0.11,24.1,4.15
Residential,-0.06,3.76,7.94,-8.9,2.28,-11.04,418093.07,-1235.64,5220.61,0.09,8.19,12.21
Residential,-0.73,-0.24,5.71,-31.2,1.82,-1.04,-134992.74,-1031.07,-1607.81,-0.19,8.22,12.16
Residential,-0.87,-4.74,-10.36,3.89,1.99,8.96,-417944.4,-572.32,-4993.2,-0.12,5.36,18.67
Residential,0.31,-0.57,-3.17,-29.61,2.1,-1.04,159381.88,2710.22,199.18,-0.18,11.39,8.78
Residential,0.04,-1.18,-7.21,16.49,-2.36,8.96,-111640.38,-2711.43,-848.71,-0.01,14.41,6.94
Residential,0.16,-4.0,8.43,-11.3,1.57,-1.04,-373064.8,-91.7,-5074.7,-0.15,12.39,8.07
Residential,-0.0,3.57,-6.98,21.04,2.57,-1.04,-31916.6,-371.1,3976.63,0.13,4.42,22.61
Residential,0.76,0.57,-7.29,13.47,0.85,8.96,294884.23,-3437.63,5069.08,0.11,8.28,12.08
Residential,-0.43,-3.14,7.63,32.92,-0.07,-1.04,-191179.77,2900.96,-3918.76,0.07,25.0,3.74
Residential,0.33,2.86,13.39,9.73,2.3,-1.04,319481.1,-1293.0,3408.62,0.09,8.64,11.57
Residential,-0.34,1.89,8.43,-22.14,-2.5,-1.04,-61105.07,-1264.74,-3118.42,-0.15,25.0,2.86
Residential,1.18,-2.71,16.81,29.28,-1.12,-1.04,-270751.3,-600.36,-3061.63,0.01,12.14,8.24
Residential,0.17,4.99,-2.5,33.8,-1.78,-1.04,844155.76,2532.4,4102.07,-0.05,25.0,3.81
Residential,-0.03,-3.14,7.76,-4.18,-0.84,-1.04,-306630.39,-176.64,-2636.41,0.11,8.23,12.15
Residential,-0.06,-2.55,-9.45,-6.03,-1.85,-1.04,-290618.16,-3029.02,-3144.73,0.17,11.36,8.8
Residential,-0.24,-2.03,3.58,12.69,-2.47,-11.04,-188117.35,592.22,-1825.67,-0.12,17.36,5.76
Residential,-0.83,-4.93,3.09,-19.55,2.34,8.96,-444751.35,-4557.01,-5047.56,0.05,2.97,33.7
Residential,0.73,4.09,-1.26,6.45,-1.14,-1.04,307734.89,-1772.83,6127.14,-0.12,10.54,9.49
Residential,0.37,4.76,-1.57,-10.95,-0.47,8.96,335695.47,1971.33,6199.03,-0.01,10.18,9.82
Residential,0.17,3.27,-2.02,14.75,-1.76,-1.04,52821.36,1775.85,1393.27,-0.14,14.43,6.93
Residential,-0.83,-2.51,4.45,27.43,1.6,-1.04,-285011.54,2210.63,-4795.66,-0.0,23.31,4.29
Residential,-0.81,-3.62,-12.28,-23.15,2.7,-1.04,-404428.81,965.1,-4940.82,-0.16,7.28,13.74
Residential,0.37,-4.53,13.63,-13.69,-1.41,-1.04,-389621.7,-369.52,-4974.68,0.07,20.83,4.8
Residential,-0.51,2.26,3.97,11.31,-0.38,-1.04,102063.72,3960.98,-152.44,-0.07,16.58,6.03
Residential,0.62,-3.75,-5.64,-21.01,0.36,-1.04,-346596.12,1930.94,-3950.06,0.06,9.87,10.13
Residential,1.04,-2.04,5.15,24.81,2.17,-1.04,-225642.21,2105.38,-1464.9,-0.07,5.98,16.72
Residential,0.73,3.16,-3.55,-33.97,2.57,8.96,491734.81,-1251.25,6308.83,0.09,7.84,12.75
Residential,-0.81,2.3,2.59,-12.04,0.86,-1.04,391066.19,4114.06,-156.5,0.05,20.33,4.92
Residential,-0.2,-3.79,3.94,7.0,2.06,-11.04,-310437.86,1973.5,-5193.33,0.16,25.0,3.32
Residential,-0.96,-1.06,2.27,6.56,-2.07,8.96,-113206.59,-2927.96,1269.64,0.12,9.42,10.62
Residential,-0.19,-1.38,-7.88,3.51,-0.46,-11.04,-125264.09,1933.19,-1330.53,-0.05,12.3,8.13
Residential,-0.36,-2.95,-9.78,-28.73,0.4,-1.04,-299972.91,2909.3,-2963.93,-0.05,8.85,11.3
Residential,-0.87,3.92,-4.78,22.15,-2.57,8.96,707922.7,-584.97,9301.06,-0.2,17.04,5.87
Residential,-1.15,-0.32,-5.17,26.39,1.72,-1.04,-167551.98,-170.93,-406.89,0.05,6.01,16.63
Residential,0.19,1.71,3.82,15.09,-2.58,8.96,539994.04,-169.32,4060.71,-0.05,22.99,4.35
Residential,1.05,-4.92,14.78,28.31,2.64,8.96,-389166.53,1572.86,-4853.73,0.03,7.95,12.58
Residential,1.12,-3.87,15.96,0.96,-1.26,-1.04,-365083.41,1732.67,-2388.72,-0.18,5.88,17.02
Residential,-0.65,-4.18,-0.17,12.23,-1.8,8.96,-380917.23,1759.96,-5465.27,-0.12,25.0,0.0
Residential,-0.66,1.23,-0.72,7.23,1.44,-11.04,-57299.63,973.02,2595.81,-0.04,5.61,17.82
Residential,0.78,3.69,7.49,-3.54,2.23,8.96,141614.36,-3589.05,-414.82,-0.16,10.8,9.26
Residential,-0.23,4.54,-6.02,-3.72,0.75,-1.04,135388.31,1129.7,4859.39,-0.07,7.12,14.05
Residential,0.82,-4.81,4.19,29.81,-2.36,-1.04,-413021.83,-3465.11,-5820.79,-0.08,25.0,1.64
Residential,0.76,-1.87,3.39,-7.5,-1.82,8.96,-144048.24,437.95,-2303.95,-0.09,19.27,5.19
Residential,0.54,-2.7,5.49,14.02,1.14,-1.04,-304872.03,1048.57,-4210.7,-0.0,12.45,8.03
Residential,0.48,0.99,13.55,-20.59,-2.5,-1.04,-148173.88,-2874.63,-2283.62,0.16,18.55,5.39
Residential,0.48,-4.47,12.15,-33.25,-0.99,-1.04,-314294.4,-3441.98,-4399.91,-0.1,13.76,7.27
Residential,-0.0,0.03,2.67,17.48,-1.1,8.96,-208292.07,2059.04,-1043.66,0.1,9.94,10.06
Residential,-0.75,3.36,-13.24,-1.74,1.24,8.96,-170655.68,258.42,-1429.48,-0.09,7.87,12.71
Residential,0.7,-2.51,-5.2,28.63,2.15,-1.04,-307294.74,-4418.36,-3939.33,-0.19,6.8,14.71
Residential,-0.85,-2.88,-13.04,5.93,2.02,-1.04,-275759.83,-2526.2,-4820.22,0.14,14.6,6.85
Residential,0.75,-4.63,-4.91,32.23,1.73,8.96,-379849.13,2449.14,-4712.59,-0.15,10.19,9.81
Residential,0.4,-3.1,0.12,5.16,0.39,8.96,-238798.26,2202.8,-2439.01,0.06,9.68,10.33
Residential,0.72,1.05,-6.28,-18.34,0.29,8.96,-89497.4,-1057.57,-1149.36,0.16,10.44,9.58
Residential,-0.41,3.05,-4.76,-1.6,1.13,8.96,157420.3,4344.35,-539.83,0.01,15.41,6.49
Residential,0.51,-2.52,3.84,20.9,1.39,-1.04,-314542.24,-939.27,-3287.77,-0.02,6.46,15.47
Residential,0.84,1.27,16.15,35.14,1.5,8.96,174537.26,1195.54,-949.6,-0.05,15.15,6.6
Residential,-0.43,1.73,-2.08,-34.6,1.39,-1.04,244924.48,730.48,3587.73,0.14,8.75,11.43
Residential,0.79,0.37,-4.29,21.56,1.3,8.96,70087.78,3949.88,5861.92,0.2,5.56,18.0
Residential,0.74,-3.37,-4.66,34.93,-1.86,-1.04,-306329.73,-3228.32,-4333.27,-0.01,17.3,5.78
Residential,0.4,2.75,6.01,8.76,-1.39,-1.04,662495.06,1605.17,2932.97,-0.15,23.42,4.27
Residential,-0.78,-2.25,-4.98,0.28,-0.15,8.96,-283984.13,-1314.92,-3606.77,-0.0,11.09,9.02
Residential,-0.44,4.31,-6.1,25.96,0.29,-1.04,554851.45,2853.41,6871.46,0.05,11.01,9.08
Residential,0.35,-2.09,0.2,-14.6,-2.69,8.96,-179771.88,1291.45,1044.81,-0.11,10.48,9.54
Residential,-1.1,-3.79,-5.0,-18.16,0.18,-11.04,-387235.27,-2065.02,-5211.25,-0.12,14.93,6.7
Residential,-0.57,3.84,-10.44,-13.06,-1.81,-11.04,8054.41,5449.92,1445.94,-0.01,14.75,6.78
Residential,-0.31,4.32,-4.93,34.39,-1.62,8.96,985992.38,837.84,8056.22,-0.09,19.19,5.21
Residential,-1.11,-0.42,0.75,4.91,-1.38,8.96,1890.2,811.78,-4338.73,0.05,25.0,1.35
Residential,0.37,-1.45,8.28,33.19,-2.69,-11.04,-162886.09,-3300.99,-1877.48,0.15,16.31,6.13
Residential,0.25,-3.96,-1.96,30.71,1.52,-1.04,-273436.21,939.73,-4228.08,-0.11,13.91,7.19
Residential,-0.17,-4.13,3.89,19.24,1.39,-1.04,-334975.6,-1386.98,-4162.39,-0.15,8.02,12.47
Residential,-1.1,-1.91,-10.76,-28.34,-1.9,-1.04,-156190.49,3084.85,-4189.14,-0.15,25.0,1.18
Residential,-0.47,-3.86,-12.24,-26.39,1.23,-1.04,-371503.36,1836.17,-3640.54,-0.18,5.53,18.07
Residential,1.08,-1.75,6.5,22.46,-0.72,-1.04,-264170.54,2897.48,-1018.1,-0.06,7.39,13.54
Residential,0.86,-3.8,-0.15,-6.76,1.69,-11.04,-404563.71,2286.16,-4418.08,-0.02,7.47,13.38
Residential,-0.49,1.24,7.95,-31.99,0.71,-1.04,495854.61,3280.21,4108.79,0.1,12.66,7.9
Residential,0.12,-3.53,-10.09,-34.06,-2.23,-11.04,-341430.54,-2385.96,-4273.89,-0.12,15.95,6.27
Residential,-0.0,3.79,4.69,29.76,-0.84,-1.04,360261.15,-1952.07,6406.59,0.07,10.43,9.59
Residential,0.94,-4.6,-0.3,3.89,-2.58,-1.04,-414215.9,1935.76,-4895.7,-0.08,25.0,0.0
Residential,-0.11,-1.45,-12.28,7.14,-0.57,8.96,-140538.02,-2974.08,-1343.05,0.13,10.19,9.81
Residential,-0.96,-3.66,-2.18,-15.36,0.44,8.96,-317657.47,267.51,-3666.55,-0.01,9.18,10.89
Residential,-0.45,-1.07,-9.51,3.18,-2.65,8.96,-62138.32,3249.22,-2081.49,-0.14,25.0,2.8
